@relation 'converted_data'

@attribute 'count' string
@attribute 'keyword' string

@data
{0 '1',1 'sexyplussizetankini'}
{0 '1',1 'sexypleated'}
{0 '1',1 'sexyoutfit'}
{0 '1',1 'sexydressforwomen'}
{0 '1',1 'sexyblousetop'}
{0 '1',1 'sexyblouseforwomen'}
{0 '1',1 'sexybacklessdres'}
{0 '1',1 'sexyandbeautifulstyle'}
{0 '1',1 'sexy tops for women'}
{0 '1',1 'sexy tankini'}
{0 '1',1 'sexy tank'}
{0 '1',1 'sexy sleepwear dress'}
{0 '1',1 'sexy leggings'}
{0 '1',1 'sexy lace tank top'}
{0 '1',1 'sexy camisole'}
{0 '1',1 'sexy brazilian bikinis'}
{0 '1',1 'sextop'}
{0 '1',1 'setsforwomen'}
{0 '1',1 'sequinsnailgel'}
{0 '1',1 'sequin top'}
{0 '1',1 'seenyousoon'}
{0 '1',1 'scrunch'}
{0 '1',1 'schoolskirt'}
{0 '1',1 'schoolgirl'}
{0 '1',1 'scallopedtrimtop'}
{0 '1',1 'saty'}
{0 '1',1 'sanskrit'}
{0 '1',1 'sandaliasmujer'}
{0 '1',1 'sandaliasfeminina'}
{0 '1',1 'saiaplissada'}
{0 '1',1 'saialonga'}
{0 '1',1 'runningshortsformen'}
{0 '1',1 'runningjumpsuit'}
{0 '1',1 'runningfitne'}
{0 '1',1 'rugratsset'}
{0 '1',1 'rugratsprint'}
{0 '1',1 'rugrat'}
{0 '1',1 'ruffletanktop'}
{0 '1',1 'ruffledtop'}
{0 '1',1 'ruchedtanktop'}
{0 '1',1 'ruchedtank'}
{0 '1',1 'ruched bikini bottom'}
{0 '1',1 'roundneckflared'}
{0 '1',1 'roseprint'}
{0 '1',1 'ropademujer'}
{0 '1',1 'ropa'}
{0 '1',1 'romperswomenjumpsuit'}
{0 '1',1 'romperswomen'}
{0 '1',1 'rompersshort'}
{0 '1',1 'rompersoverall'}
{0 '1',1 'rompersjumpsuit'}
{0 '1',1 'romperoutfit'}
{0 '1',1 'rodeotank'}
{0 '1',1 'rockandroll'}
{0 '1',1 'robesforwomen'}
{0 '1',1 'rippeddre'}
{0 '1',1 'ridingpant'}
{0 '1',1 'ribbed crop top'}
{0 '1',1 'ribbed'}
{0 '1',1 'retrotshirt'}
{0 '1',1 'retro style'}
{0 '1',1 'pyjamaswomen'}
{0 '1',1 'pyjama'}
{0 '1',1 'pushupswimtop'}
{0 '1',1 'pushupswimsuittop'}
{0 '1',1 'pushupsuit'}
{0 '1',1 'pushuppaddedbra'}
{0 '1',1 'pushupbikiniset'}
{0 '1',1 'pursesampwallet'}
{0 '1',1 'purses'}
{0 '1',1 'puppyhat'}
{0 '1',1 'puppy'}
{0 '1',1 'punkshirt'}
{0 '1',1 'punkdres'}
{0 '1',1 'punkdre'}
{0 '1',1 'pullovershirt'}
{0 '1',1 'pulloverdres'}
{0 '1',1 'printtop'}
{0 '1',1 'printtanktop'}
{0 '1',1 'printmask'}
{0 '1',1 'printjumpersuit'}
{0 '1',1 'printingpajama'}
{0 '1',1 'printingdres'}
{0 '1',1 'printedwomensdre'}
{0 '1',1 'printedswimwear'}
{0 '1',1 'printedpajamasset'}
{0 '1',1 'printedjumpsuit'}
{0 '1',1 'printedbikini'}
{0 '1',1 'printbikini'}
{0 '1',1 'pregnantshirt'}
{0 '1',1 'pregnant'}
{0 '1',1 'pregnancyshirt'}
{0 '1',1 'pregnancydres'}
{0 '1',1 'powerpuffgirl'}
{0 '1',1 'portablefan'}
{0 '1',1 'poolfloatingpanel'}
{0 '1',1 'poolaccessorie'}
{0 '1',1 'ponytailhat'}
{0 '1',1 'poloshirtmen'}
{0 '1',1 'poloshirtherren'}
{0 '1',1 'polohomme'}
{0 '1',1 'polo men'}
{0 '1',1 'polo hat'}
{0 '1',1 'polkadottedbikini'}
{0 '1',1 'plussizevest'}
{0 '1',1 'plussizetshirt'}
{0 '1',1 'plussizetanktop'}
{0 '1',1 'plussizeskirt'}
{0 '1',1 'plussizeshortsforwomen'}
{0 '1',1 'plussizeshirt'}
{0 '1',1 'plussizepant'}
{0 '1',1 'plussizemaxidresse'}
{0 '1',1 'plus size monokini'}
{0 '1',1 'plus size jeans'}
{0 '1',1 'plus size hippie dresses'}
{0 '1',1 'plus size dresses'}
{0 '1',1 'plus size bikinis'}
{0 '1',1 'plus size bathing suits for women'}
{0 '1',1 'pleatedtop'}
{0 '1',1 'pleatedhem'}
{0 '1',1 'pleateddresse'}
{0 '1',1 'playtoy'}
{0 '1',1 'playsuitoutfitsclothing'}
{0 '1',1 'playsuitforwomen'}
{0 '1',1 'plaincolor'}
{0 '1',1 'plaidchecked'}
{0 '1',1 'plaid shirt'}
{0 '1',1 'pineappleshirtwomen'}
{0 '1',1 'pineappleflowerpattern'}
{0 '1',1 'pin up'}
{0 '1',1 'picnicmat'}
{0 '1',1 'phonebag'}
{0 '1',1 'perspirationpad'}
{0 '1',1 'personalizedvest'}
{0 '1',1 'pentacleprint'}
{0 '1',1 'pawprinttshirt'}
{0 '1',1 'patydresse'}
{0 '1',1 'patternedtop'}
{0 '1',1 'patiodecoration'}
{0 '1',1 'patchworkdres'}
{0 '1',1 'pastoralstyle'}
{0 '1',1 'partyshirt'}
{0 '1',1 'partyeveningcocktailskaterminidres'}
{0 '1',1 'pantssuit'}
{0 '1',1 'pantsshort'}
{0 '1',1 'pantsplussize'}
{0 '1',1 'pants women'}
{0 '1',1 'palysuit'}
{0 '1',1 'palazzopant'}
{0 '1',1 'painlessdepilation'}
{0 '1',1 'paddle'}
{0 '1',1 'paddedfringetasselbikinibeachswimwear'}
{0 '1',1 'padded swimsuit'}
{0 '1',1 'packagehip'}
{0 '1',1 'oversizedpant'}
{0 '1',1 'outweartop'}
{0 '1',1 'outside'}
{0 '1',1 'outdoorwatergamepad'}
{0 '1',1 'outdoorslipper'}
{0 '1',1 'outdoorpool'}
{0 '1',1 'outdoormat'}
{0 '1',1 'outdoorampcampingaccessorie'}
{0 '1',1 'openworkpanel'}
{0 '1',1 'openfork'}
{0 '1',1 'one shoulder-bikini'}
{0 '1',1 'oldschool'}
{0 '1',1 'offshoulderbodycondres'}
{0 '1',1 'off the shoulder dress'}
{0 '1',1 'ocean'}
{0 '1',1 'obesity'}
{0 '1',1 'nylonmat'}
{0 '1',1 'nude'}
{0 '1',1 'noshowamplinersock'}
{0 '1',1 'nootnoot'}
{0 '1',1 'nonslipslipper'}
{0 '1',1 'non-slip'}
{0 '1',1 'ninthpant'}
{0 '1',1 'nightwear'}
{0 '1',1 'newskirt'}
{0 '1',1 'newsexyfulllongeveningdressbodyconsundressclubwearmaxibohodressessxl'}
{0 '1',1 'new2020'}
{0 '1',1 'neckhangingfan'}
{0 '1',1 'neckfansportable'}
{0 '1',1 'neckfancooler'}
{0 '1',1 'neckfan'}
{0 '1',1 'neckcroptop'}
{0 '1',1 'navel'}
{0 '1',1 'nailuvgel'}
{0 '1',1 'nail kit'}
{0 '1',1 'nail gel set'}
{0 '1',1 'nail art'}
{0 '1',1 'muscleshirt'}
{0 '1',1 'multilayerdropnecklace'}
{0 '1',1 'multilayerchainnecklace'}
{0 '1',1 'multicolorprinting'}
{0 '1',1 'mouth'}
{0 '1',1 'motherdaughtermatchingclothe'}
{0 '1',1 'motherdaughterdresse'}
{0 '1',1 'mosquitoswatter'}
{0 '1',1 'mosquitokiller'}
{0 '1',1 'momandkid'}
{0 '1',1 'minishort'}
{0 '1',1 'minifan'}
{0 '1',1 'minibag'}
{0 '1',1 'mini dresses'}
{0 '1',1 'mini dress sexy club wear'}
{0 '1',1 'militarycamo'}
{0 '1',1 'midwaist'}
{0 '1',1 'midsleevebeachblouse'}
{0 '1',1 'midshort'}
{0 '1',1 'midpant'}
{0 '1',1 'midilength'}
{0 '1',1 'middlewaist'}
{0 '1',1 'midcalfdres'}
{0 '1',1 'midcalfdre'}
{0 '1',1 'midcalf'}
{0 '1',1 'meshshirt'}
{0 '1',1 'mermaid'}
{0 '1',1 'mentracksuit'}
{0 '1',1 'mentionhippant'}
{0 '1',1 'menswimshort'}
{0 '1',1 'mensummerrunningshort'}
{0 '1',1 'mensummerjean'}
{0 '1',1 'mensswimtrunk'}
{0 '1',1 'menssportspant'}
{0 '1',1 'menssolidcolorshort'}
{0 '1',1 'mensshortpant'}
{0 '1',1 'menspoloshirtbrand'}
{0 '1',1 'menspocketsshort'}
{0 '1',1 'menspersonalityfitnessvest'}
{0 '1',1 'mensfitnesstshirt'}
{0 '1',1 'mensdrawstringshort'}
{0 '1',1 'menscasulshort'}
{0 '1',1 'mensboardshort'}
{0 '1',1 'menpoloshirt'}
{0 '1',1 'menfashionshort'}
{0 '1',1 'menbeachshort'}
{0 '1',1 'men\'s dress shirt'}
{0 '1',1 'men\'s casual  shirt'}
{0 '1',1 'men shirt'}
{0 '1',1 'mediasmujer'}
{0 '1',1 'maxide'}
{0 '1',1 'maxi summer dresses'}
{0 '1',1 'mattress'}
{0 '1',1 'mattetopcoat'}
{0 '1',1 'mattegel'}
{0 '1',1 'maternityshirt'}
{0 '1',1 'maternitydres'}
{0 '1',1 'matching'}
{0 '1',1 'mandala'}
{0 '1',1 'mamatshirt'}
{0 '1',1 'malebrief'}
{0 '1',1 'maixdre'}
{0 '1',1 'maillot'}
{0 '1',1 'magneticscreendoor'}
{0 '1',1 'magicbubbleball'}
{0 '1',1 'magicbubble'}
{0 '1',1 'luggagesticker'}
{0 '1',1 'lowwaistunderwear'}
{0 '1',1 'lovelydres'}
{0 '1',1 'loungewearset'}
{0 '1',1 'lounge'}
{0 '1',1 'loseweight'}
{0 '1',1 'loosetee'}
{0 '1',1 'looseshortdres'}
{0 '1',1 'loosejean'}
{0 '1',1 'longtrouser'}
{0 '1',1 'longtop'}
{0 '1',1 'longshirtdres'}
{0 '1',1 'longmaxiskirt'}
{0 '1',1 'longfleece'}
{0 '1',1 'longblouse'}
{0 '1',1 'long sleeve shirt women'}
{0 '1',1 'long sleeve dress'}
{0 '1',1 'long shirt'}
{0 '1',1 'long'}
{0 '1',1 'lipsprint'}
{0 '1',1 'lipshirt'}
{0 '1',1 'lettersprinted'}
{0 '1',1 'letterprinttshirt'}
{0 '1',1 'letterprintedshirt'}
{0 '1',1 'leopardprinted'}
{0 '1',1 'leggingspant'}
{0 '1',1 'leggings that look like jeans'}
{0 '1',1 'leggingforwomen'}
{0 '1',1 'legging fitness'}
{0 '1',1 'leafprinting'}
{0 '1',1 'leafprint'}
{0 '1',1 'lazyfan'}
{0 '1',1 'layeredpalazzopant'}
{0 '1',1 'lattice'}
{0 '1',1 'lanternsleeve'}
{0 '1',1 'ladyswimwear'}
{0 '1',1 'ladyswimsuit'}
{0 '1',1 'ladiessleevelesstop'}
{0 '1',1 'ladiesmessengerbag'}
{0 '1',1 'ladiesdresse'}
{0 '1',1 'laceuplingerie'}
{0 '1',1 'lacetrouser'}
{0 '1',1 'laceseamle'}
{0 '1',1 'lacepaneltanktop'}
{0 '1',1 'lacelingerieset'}
{0 '1',1 'lacedresswhite'}
{0 '1',1 'lacebrallette'}
{0 '1',1 'lacebralette'}
{0 '1',1 'lacebra'}
{0 '1',1 'lace tank top'}
{0 '1',1 'lace t shirt'}
{0 '1',1 'lace crop top'}
{0 '1',1 'kurzehosen'}
{0 '1',1 'knitskirt'}
{0 '1',1 'knee length dress'}
{0 '1',1 'knee length'}
{0 '1',1 'kleiderdamen'}
{0 '1',1 'kleider'}
{0 '1',1 'kindne'}
{0 '1',1 'kerchief'}
{0 '1',1 'kawaiicute'}
{0 '1',1 'kaftandres'}
{0 '1',1 'kaftan'}
{0 '1',1 'jumpsuitsjean'}
{0 '1',1 'jumpsuitshort'}
{0 '1',1 'jumpsuitromper'}
{0 '1',1 'juicewrldshirt'}
{0 '1',1 'juicewrld'}
{0 '1',1 'joeexotic'}
{0 '1',1 'jeggingsjeansforwomen'}
{0 '1',1 'jeggingsforwomen'}
{0 '1',1 'jeggingsforwoman'}
{0 '1',1 'jegging'}
{0 '1',1 'jeansshort'}
{0 '1',1 'ittakestwo'}
{0 '1',1 'irregularhemdre'}
{0 '1',1 'irregularhem'}
{0 '1',1 'irregulardres'}
{0 '1',1 'irregualshirt'}
{0 '1',1 'irregualr'}
{0 '1',1 'invisiblesock'}
{0 '1',1 'interactive'}
{0 '1',1 'interaction'}
{0 '1',1 'insulatedcooler'}
{0 '1',1 'insectzapper'}
{0 '1',1 'insectnet'}
{0 '1',1 'inflation'}
{0 '1',1 'inflatablesofa'}
{0 '1',1 'inflatablepool'}
{0 '1',1 'inflatablelounger'}
{0 '1',1 'inflatablefloatchair'}
{0 '1',1 'inflatablebed'}
{0 '1',1 'icesilk'}
{0 '1',1 'humanskeletonprint'}
{0 '1',1 'hotshaper'}
{0 '1',1 'hotrhinestone'}
{0 '1',1 'hollowouttanktop'}
{0 '1',1 'hollowoutlingerie'}
{0 '1',1 'hollowoutbikini'}
{0 '1',1 'hollowingout'}
{0 '1',1 'holejean'}
{0 '1',1 'hipplesoul'}
{0 '1',1 'hippietshirt'}
{0 '1',1 'hiplifting'}
{0 '1',1 'highwaisttop'}
{0 '1',1 'highwaispant'}
{0 '1',1 'hightwaistpant'}
{0 '1',1 'highsplitdre'}
{0 '1',1 'highcollartop'}
{0 '1',1 'high waisted pants'}
{0 '1',1 'high waisted bathing suits'}
{0 '1',1 'high waist swimsuit'}
{0 '1',1 'high waist skirt'}
{0 '1',1 'herrenpolotshirt'}
{0 '1',1 'hellyhansen'}
{0 '1',1 'heartprint'}
{0 '1',1 'headdress'}
{0 '1',1 'harlonpant'}
{0 '1',1 'hangingneckfan'}
{0 '1',1 'handwoven'}
{0 '1',1 'handkerchief'}
{0 '1',1 'hammock'}
{0 '1',1 'haltertshirt'}
{0 '1',1 'haltertank'}
{0 '1',1 'halterlingerieset'}
{0 '1',1 'halterlacebralette'}
{0 '1',1 'halterblousesforwomen'}
{0 '1',1 'halter tankini'}
{0 '1',1 'halfsleevedres'}
{0 '1',1 'halfsleevedre'}
{0 '1',1 'halfsleeve'}
{0 '1',1 'hairrope'}
{0 '1',1 'hairremoval'}
{0 '1',1 'hairgrowthinhibitor'}
{0 '1',1 'gypsypant'}
{0 '1',1 'gypsy'}
{0 '1',1 'gymstighttshirt'}
{0 '1',1 'gymshortssportpant'}
{0 '1',1 'green dress'}
{0 '1',1 'graphicprint'}
{0 '1',1 'graffitisticker'}
{0 '1',1 'gradualchange'}
{0 '1',1 'gradient'}
{0 '1',1 'gothstyle'}
{0 '1',1 'gothic clothing'}
{0 '1',1 'golden'}
{0 '1',1 'gold'}
{0 '1',1 'goingout'}
{0 '1',1 'girltanktop'}
{0 '1',1 'girlsupplie'}
{0 '1',1 'girlsshirt'}
{0 '1',1 'girlsbowknotbikini'}
{0 '1',1 'gifts for dad'}
{0 '1',1 'giftformen'}
{0 '1',1 'geometricpattern'}
{0 '1',1 'gauzenet'}
{0 '1',1 'gasballoon'}
{0 '1',1 'gardenponddecor'}
{0 '1',1 'furslipperswomen'}
{0 '1',1 'furslide'}
{0 '1',1 'furryslipper'}
{0 '1',1 'fur'}
{0 '1',1 'funnytank'}
{0 '1',1 'fullmark'}
{0 '1',1 'fulllengthdre'}
{0 '1',1 'fullfacemask'}
{0 '1',1 'frilledhem'}
{0 '1',1 'frilled'}
{0 '1',1 'freshsummer'}
{0 '1',1 'freddiemercuryshirt'}
{0 '1',1 'freddiemercury'}
{0 '1',1 'foreign trade'}
{0 '1',1 'flyswatterelectric'}
{0 '1',1 'flyswatter'}
{0 '1',1 'fluffyskirt'}
{0 '1',1 'fluffyshortskirt'}
{0 '1',1 'fluffydres'}
{0 '1',1 'flowytop'}
{0 '1',1 'flowytanktop'}
{0 '1',1 'flowerprinteddre'}
{0 '1',1 'flowerlacedre'}
{0 '1',1 'floralwomendres'}
{0 '1',1 'floraltop'}
{0 '1',1 'floralprintswimwear'}
{0 '1',1 'floralprintromper'}
{0 '1',1 'florallingerie'}
{0 '1',1 'floraldresseswomen'}
{0 '1',1 'floraldresse'}
{0 '1',1 'floral skirt'}
{0 '1',1 'floral bikini'}
{0 '1',1 'flora'}
{0 '1',1 'floatseat'}
{0 '1',1 'floatboat'}
{0 '1',1 'flipflopsandal'}
{0 '1',1 'flatshoesforwoman'}
{0 '1',1 'flaresleeveblouse'}
{0 '1',1 'flare'}
{0 '1',1 'flamingotshirt'}
{0 '1',1 'fivepant'}
{0 '1',1 'fitnessvestmen'}
{0 '1',1 'fitnessshort'}
{0 '1',1 'fitnessset'}
{0 '1',1 'fitnesspantie'}
{0 '1',1 'fitnesspant'}
{0 '1',1 'fishermanshat'}
{0 '1',1 'finger ring'}
{0 '1',1 'femaletshirt'}
{0 '1',1 'fearofgod'}
{0 '1',1 'fauxpant'}
{0 '1',1 'fauxjean'}
{0 '1',1 'fathertshirt'}
{0 '1',1 'fashionwomensummershort'}
{0 '1',1 'fashionwomensdresseveningcocktaildresslongdressbandagesmlxl'}
{0 '1',1 'fashionwomenmonkini'}
{0 '1',1 'fashionvesttop'}
{0 '1',1 'fashiontunicdres'}
{0 '1',1 'fashiontee'}
{0 '1',1 'fashionswimsuitswimwearbathingsuit'}
{0 '1',1 'fashionsweetladybeautywomenbikinisexyswimwear'}
{0 '1',1 'fashionsundre'}
{0 '1',1 'fashionpantyhose'}
{0 '1',1 'fashiondesign'}
{0 '1',1 'fashionbreathableshoe'}
{0 '1',1 'fashion swimsuit'}
{0 '1',1 'fashion shirt'}
{0 '1',1 'fashion girl'}
{0 '1',1 'fashion clothing'}
{0 '1',1 'fashion bag'}
{0 '1',1 'fanscooling'}
{0 '1',1 'faketwopiecesdres'}
{0 '1',1 'faithtshirt'}
{0 '1',1 'faith'}
{0 '1',1 'fahsion'}
{0 '1',1 'facial'}
{0 '1',1 'facecover'}
{0 '1',1 'eye'}
{0 '1',1 'eveningcocktailskaterminidres'}
{0 '1',1 'evening gown'}
{0 '1',1 'ethnicstylenecklace'}
{0 '1',1 'essential'}
{0 '1',1 'ellessepant'}
{0 '1',1 'ellessedressforwomen'}
{0 '1',1 'elegantwomendre'}
{0 '1',1 'elegantsplitskirt'}
{0 '1',1 'electricswatter'}
{0 '1',1 'electricbugswatter'}
{0 '1',1 'elasticskinnypant'}
{0 '1',1 'elasticblouse'}
{0 '1',1 'elasticband'}
{0 '1',1 'dropcrotchpant'}
{0 '1',1 'dresswithpocket'}
{0 '1',1 'dressshield'}
{0 '1',1 'dressforlady'}
{0 '1',1 'dressesforwomensummer'}
{0 '1',1 'dressesforwomencasualsummer'}
{0 '1',1 'dressesforladie'}
{0 '1',1 'dragon fly'}
{0 '1',1 'doublelayer'}
{0 '1',1 'doorscreennet'}
{0 '1',1 'doorcurtain'}
{0 '1',1 'doglovershirt'}
{0 '1',1 'doghat'}
{0 '1',1 'dogcap'}
{0 '1',1 'divingsnorkeling'}
{0 '1',1 'divingsnorkel'}
{0 '1',1 'divingmask'}
{0 '1',1 'divingequipment'}
{0 '1',1 'disposable'}
{0 '1',1 'digitalprintingvesttop'}
{0 '1',1 'diamondbikiniset'}
{0 '1',1 'diamondbikini'}
{0 '1',1 'dewshoulder'}
{0 '1',1 'denimromper'}
{0 '1',1 'denimjumpsuit'}
{0 '1',1 'denimjeansshort'}
{0 '1',1 'denimbibpant'}
{0 '1',1 'denim leggings'}
{0 '1',1 'demin'}
{0 '1',1 'deerhuntingprinted'}
{0 '1',1 'deepvneckvest'}
{0 '1',1 'deep-v'}
{0 '1',1 'daydre'}
{0 '1',1 'datingdres'}
{0 '1',1 'datetop'}
{0 '1',1 'darknavyskirt'}
{0 '1',1 'daintyring'}
{0 '1',1 'dailyclothe'}
{0 '1',1 'cute crop tops'}
{0 '1',1 'cushionbed'}
{0 '1',1 'crystalbikini'}
{0 '1',1 'crossbandage'}
{0 '1',1 'croptoptshirt'}
{0 '1',1 'croptopsforgirl'}
{0 '1',1 'croptopbra'}
{0 '1',1 'croptopandskirt'}
{0 '1',1 'croppedpant'}
{0 '1',1 'croppedjean'}
{0 '1',1 'cropped'}
{0 '1',1 'crop tops fashion'}
{0 '1',1 'crochet top'}
{0 '1',1 'crochet halter top'}
{0 '1',1 'crochet bikini'}
{0 '1',1 'crisscrossbackdre'}
{0 '1',1 'crew neck sweatshirts for women'}
{0 '1',1 'cowlnecktank'}
{0 '1',1 'coverupsbikini'}
{0 '1',1 'coupletshirt'}
{0 '1',1 'countrythunder'}
{0 '1',1 'countrymusicshirt'}
{0 '1',1 'countrygirllegging'}
{0 '1',1 'countrygirl'}
{0 '1',1 'cottonshortsleeve'}
{0 '1',1 'cottonpant'}
{0 '1',1 'cottonblouse'}
{0 '1',1 'cosmetic'}
{0 '1',1 'coolingfan'}
{0 '1',1 'cool shirts'}
{0 '1',1 'controlpantie'}
{0 '1',1 'contrastcolordres'}
{0 '1',1 'compressionshort'}
{0 '1',1 'competitive'}
{0 '1',1 'comfyshirt'}
{0 '1',1 'comfortableshirt'}
{0 '1',1 'combo'}
{0 '1',1 'colorgel'}
{0 '1',1 'colorfultop'}
{0 '1',1 'colorchangingshort'}
{0 '1',1 'collegegirlskirt'}
{0 '1',1 'coffeetshirt'}
{0 '1',1 'cocktailskaterminidres'}
{0 '1',1 'club dresses'}
{0 '1',1 'clothingampaccessorie'}
{0 '1',1 'ciclismo'}
{0 '1',1 'christiantshirt'}
{0 '1',1 'christianshirt'}
{0 '1',1 'childrensballoon'}
{0 '1',1 'children39stoy'}
{0 '1',1 'chiffonesummertop'}
{0 '1',1 'chiffomdresse'}
{0 '1',1 'chiffiondres'}
{0 '1',1 'chestzipper'}
{0 '1',1 'chemisehomme'}
{0 '1',1 'cheeky bikini bottom'}
{0 '1',1 'cheap tankini swimwear'}
{0 '1',1 'chaussurefamme'}
{0 '1',1 'causaltop'}
{0 '1',1 'causalshirtwomen'}
{0 '1',1 'causaljean'}
{0 '1',1 'cathat'}
{0 '1',1 'caterpillar'}
{0 '1',1 'casualwomensjean'}
{0 '1',1 'casualtwopiece'}
{0 '1',1 'casualtshirttop'}
{0 '1',1 'casualtrunk'}
{0 '1',1 'casualtrouser'}
{0 '1',1 'casualteeshirt'}
{0 '1',1 'casualsuspendertop'}
{0 '1',1 'casualsummersportsshort'}
{0 '1',1 'casualstyle'}
{0 '1',1 'casualsolidcolor'}
{0 '1',1 'casualsleepwear'}
{0 '1',1 'casualshortswomen'}
{0 '1',1 'casualshortpant'}
{0 '1',1 'casualshirtforwomen'}
{0 '1',1 'casualshirtformen'}
{0 '1',1 'casualsandal'}
{0 '1',1 'casualloosedres'}
{0 '1',1 'casualclothing'}
{0 '1',1 'casual cap'}
{0 '1',1 'cassualvest'}
{0 '1',1 'case'}
{0 '1',1 'cartoon t shirt'}
{0 '1',1 'carolebaskin'}
{0 '1',1 'cargoshort'}
{0 '1',1 'carcover'}
{0 '1',1 'caprisforwomen'}
{0 '1',1 'cannabisleafprint'}
{0 '1',1 'candycolorsock'}
{0 '1',1 'candycolordres'}
{0 '1',1 'candy color'}
{0 '1',1 'camouflagetshirt'}
{0 '1',1 'camouflageshortsforwomen'}
{0 '1',1 'camouflageshortsformen'}
{0 '1',1 'camouflageshort'}
{0 '1',1 'camouflagepant'}
{0 '1',1 'camouflagenet'}
{0 '1',1 'camissole'}
{0 '1',1 'camisolevest'}
{0 '1',1 'camisoletanktop'}
{0 '1',1 'camisolestanktop'}
{0 '1',1 'camisoles for women'}
{0 '1',1 'camisoleblouse'}
{0 '1',1 'camishort'}
{0 '1',1 'camisamen'}
{0 '1',1 'caged bralette'}
{0 '1',1 'buttonup'}
{0 '1',1 'buttondres'}
{0 '1',1 'buttlifting'}
{0 '1',1 'butterflytshirt'}
{0 '1',1 'butterflyprintskirt'}
{0 '1',1 'butterflymask'}
{0 '1',1 'butterflydre'}
{0 '1',1 'butterfliesprint'}
{0 '1',1 'burgundyskirt'}
{0 '1',1 'burgundy'}
{0 '1',1 'bunny'}
{0 '1',1 'budsilkblouse'}
{0 '1',1 'breathableunderwear'}
{0 '1',1 'breathablesportshoe'}
{0 '1',1 'bre'}
{0 '1',1 'brayogavest'}
{0 '1',1 'brassierefemme'}
{0 '1',1 'brassiere'}
{0 '1',1 'brasbraset'}
{0 '1',1 'brallettesexy'}
{0 '1',1 'braceletset'}
{0 '1',1 'bowtop'}
{0 '1',1 'bowknottanktop'}
{0 '1',1 'bowknotdres'}
{0 '1',1 'bohotshirt'}
{0 '1',1 'bohoskirt'}
{0 '1',1 'bohoshirt'}
{0 '1',1 'bohodressesforwoman'}
{0 '1',1 'bohoclothing'}
{0 '1',1 'bohemiasandal'}
{0 '1',1 'bohemiansandal'}
{0 '1',1 'bohemianjewelry'}
{0 '1',1 'bohemiandresse'}
{0 '1',1 'bohemian maxi dress'}
{0 '1',1 'bohemiaalloynecklace'}
{0 '1',1 'bodysuitwomen'}
{0 '1',1 'bodyslimmingcincher'}
{0 '1',1 'bodyshaperwomen'}
{0 '1',1 'bodyconwrapdres'}
{0 '1',1 'bodyconvest'}
{0 '1',1 'bodyconsundres'}
{0 '1',1 'bodyconsummerdres'}
{0 '1',1 'bodyconset'}
{0 '1',1 'bodyconromperjumpsuitclub'}
{0 '1',1 'bodyconclothe'}
{0 '1',1 'bodyconblouse'}
{0 '1',1 'bobo'}
{0 '1',1 'boatneckblouse'}
{0 '1',1 'blusasmujer'}
{0 '1',1 'blusa'}
{0 '1',1 'blowing'}
{0 '1',1 'blousesforwomen'}
{0 '1',1 'blingblingdiamond'}
{0 '1',1 'blackwhitepink'}
{0 '1',1 'blacktshirt'}
{0 '1',1 'blackpant'}
{0 '1',1 'blacklacetrim'}
{0 '1',1 'black skull bikini'}
{0 '1',1 'black lace'}
{0 '1',1 'black crop top'}
{0 '1',1 'bikinsuit'}
{0 '1',1 'bikiniblouse'}
{0 '1',1 'bikinibeachwear'}
{0 '1',1 'bikinibeachcoverup'}
{0 '1',1 'bikini2017'}
{0 '1',1 'bikini suit'}
{0 '1',1 'bikini sexy'}
{0 '1',1 'biking'}
{0 '1',1 'biker'}
{0 '1',1 'bigcode'}
{0 '1',1 'bigcat'}
{0 '1',1 'benchwomen'}
{0 '1',1 'bellydancepant'}
{0 '1',1 'bedroomdoornet'}
{0 '1',1 'bedroom'}
{0 '1',1 'beacwear'}
{0 '1',1 'beachwera'}
{0 '1',1 'beachvesttop'}
{0 '1',1 'beachsundres'}
{0 '1',1 'beachsuitforwomen'}
{0 '1',1 'beachshirt'}
{0 '1',1 'beachsandal'}
{0 '1',1 'beachphonecase'}
{0 '1',1 'beachmat'}
{0 '1',1 'beachlooseshort'}
{0 '1',1 'beachlacesleevelessdres'}
{0 '1',1 'beachjumpsuit'}
{0 '1',1 'beachewear'}
{0 '1',1 'beachdrss'}
{0 '1',1 'beachcardigan'}
{0 '1',1 'beachblouse'}
{0 '1',1 'beachblanket'}
{0 '1',1 'beach wear women'}
{0 '1',1 'beach volleyball swimwear'}
{0 '1',1 'bcklessvest'}
{0 '1',1 'bathingshort'}
{0 '1',1 'bathing suit women'}
{0 '1',1 'basicvestido'}
{0 '1',1 'basictshirt'}
{0 '1',1 'basictop'}
{0 '1',1 'basicdres'}
{0 '1',1 'basic'}
{0 '1',1 'basecoat'}
{0 '1',1 'baseballcapforwomen'}
{0 '1',1 'barefootjewelry'}
{0 '1',1 'bangdagebikini'}
{0 '1',1 'bandeau'}
{0 '1',1 'bandanna'}
{0 '1',1 'bandage monokini'}
{0 '1',1 'bandage dress'}
{0 '1',1 'bamboobag'}
{0 '1',1 'balloonsforparty'}
{0 '1',1 'balloonsbirthday'}
{0 '1',1 'ballgowndre'}
{0 '1',1 'balckandwhite'}
{0 '1',1 'baggykaftandresse'}
{0 '1',1 'baggydresseswomen'}
{0 '1',1 'baggydre'}
